Agent 1,Agent 2,Agent 3,Agent 4,Agent 5
-62.622218219050836,-131.9699251095291,-149.10585003830695,132.3501364874773,239.6580112201711
-70.71099742571673,-169.62265958009561,-251.04624586698148,106.47569359941298,269.89747786229367
-76.24006015678304,-111.33929033843572,-202.60280032463518,236.5206196130517,266.2435876111969
-2.3646011376425626,-168.81241519555581,-188.0583733555165,236.10361543286368,208.46755793166534
-114.58047516779084,-158.22708194844404,-186.0339676966811,263.8832573639049,280.06718089920577
-82.54103569674041,-173.69996583602938,-160.9758357590131,229.4296083608578,269.029971419775
-92.59149371410477,-203.86772612548285,-172.14547064054184,91.13429993031731,232.40176257247273
-97.87896158503274,-177.75995735288978,-161.31693066019565,259.3373703225101,265.31071320426486
-75.0560569887945,-126.14771524825424,-190.87982303488357,210.36811134883865,195.7083162835945
-28.75676285569005,-149.19314279977038,-202.674690322301,68.21293970283466,266.8287972172509
-70.00577727196932,-195.02578483380177,-218.53484242800636,208.45942024654232,218.99370797991
-15.432150821291476,-160.09053993259633,-226.2485882453416,190.42252811429364,234.57372568264813
-74.41641558951221,-110.93754189797868,-147.1123466280354,189.50747463607493,252.70350794043614
-142.8562907934674,-211.93990281677407,-185.1357952394966,214.85214722873462,276.3422828821631
-54.71146555420099,-142.8602609673565,-218.41413736713287,154.30547688174778,263.76365547506924
-90.98464053022686,-119.12178304113452,-158.05256008965142,128.84797036984733,281.649922074697
-29.176697137128848,-195.5644848497785,-207.48393571341427,133.08663313197053,243.7421812607313
-37.950303243752934,-93.1955307926865,-205.8220894385991,176.56975952636108,281.3056754579952
-13.775621807900762,-134.80733114288282,-188.5466517838432,222.43400092408436,246.9075636799858
-126.62321341996939,-172.30305657887286,-163.31904795322677,182.00133771294733,235.82457579220008
-11.83875330438018,-118.5216158660903,-137.6051492385008,223.62808534502378,275.70277079204936
-59.45760454210029,-138.38808300239978,-163.06457844741166,147.59682034275755,284.0051406607889
-35.84806524599712,-166.99431390531723,-215.9605593850621,185.47633381946736,270.3900463212732
-95.33781262832862,-124.65648591548036,-217.44650341585162,209.56513836080237,230.0742519134125
-21.009541318349054,-150.86732281906947,-270.35167387433705,227.25841978933764,215.81454183682095
-29.695352141853817,-129.1182850690201,-245.33226947177477,239.31026615834662,273.24593465582177
-26.61814500652126,-155.92078117503286,-242.27460912397328,176.44074802068644,250.8331972413581
-67.41602740410134,-173.2487053653763,-192.9638765361797,186.3028515119116,194.90591397100792
-32.292027595819306,-136.09430364854256,-238.6029867418871,198.01475389098147,275.75510052864564
-20.35102710111045,-164.52899390155403,-176.10601278121817,196.0052299324091,253.01885168208238
-31.790666221711053,-117.0858262878873,-290.2687905951551,236.46718254177793,250.8379954923833
11.869656696901924,-153.13821118416018,-313.94666326888006,235.43676263071742,208.71761435712182
20.65264973445654,-97.3401754478259,-318.19586896589834,131.2003141766099,292.1939297571721
1.4193117424083246,-152.6802123158695,-240.2053086978192,216.91247225761273,276.98896885670325
-34.346027017373224,-144.35827299931242,-216.44119981882494,141.82028316650056,220.8594037100178
-20.564312949674633,-137.3319188664721,-191.7215163690241,241.35665001701136,195.6241421727113
-44.82356724456266,-138.75611703692448,-165.38873317261732,196.81030065633215,226.6640821871552
20.34640849852744,-110.2203324853111,-185.32176184566373,96.31345118668396,284.10152347327255
12.547983806272034,-107.99070458022638,-162.55842439962558,208.89183569509177,256.4904410443374
-34.31477683763326,-139.60791241769815,-210.10175998075346,155.50686122213136,209.71743998116335
3.697059266004988,-102.06136107695775,-224.36369199670816,144.23070492560012,262.39067271571236
8.629679133795285,-84.64725546167604,-242.17247910450573,147.93010278430552,261.5493303395531
-17.716513052012804,-144.90364639558743,-203.21081166493389,156.86611258172238,264.57404239029455
-87.45583872578715,-128.99506013888106,-206.82965201084033,216.171375253424,273.86306457656895
-7.788048552539601,-100.46203018649511,-204.4549313124118,234.93920513080613,266.8430190100071
-81.19289859460525,-145.72836684497642,-206.78153270060884,202.7971430144871,253.63296862997504
-61.30034381106726,-112.0847012321056,-229.34775563655728,147.12837353924232,275.1606604760256
-4.820044521570791,-109.34132808024106,-161.76759232464713,223.05439730233365,246.37051559012414
8.976624529665553,-124.82046215928781,-184.53018443350007,104.97971351812295,223.68422471518437
-93.70053281353879,-92.57862506525217,-225.33320148809486,184.283174694198,258.0462469554347
-38.492238216786525,-126.55980785194019,-224.56995723290018,155.03274724729835,213.96070833987307
-55.333451154793664,-101.47634309917028,-158.7979039481078,179.26416411212537,184.08308231637793
-2.464173768146841,-148.54231810222558,-274.1886341425448,221.859016182055,280.11983410661304
-8.583893322263998,-106.97226215133908,-208.2749697126125,140.93583401009354,227.3602247812988
9.137354502869185,-120.33110839762371,-181.39552839077976,161.74010785141027,275.2806676439902
-14.540823947974904,-136.4006364244736,-161.01011604185743,103.23411564428005,280.1914841392419
16.431498407883502,-103.03832477032732,-162.13723007780254,229.19806622897624,267.54068851310126
0.598720759279081,-83.06843825130869,-151.8318733365568,113.16534668045539,237.16265289141356
17.73438555039434,-96.58004133381726,-187.55673131287816,213.72518116932147,252.7049148376665
-8.577208897040574,-148.0462571205089,-133.0484921319589,206.62726890769656,277.3888938312514
18.561523176155834,-218.7071219887232,-153.61356591446528,171.66358017502722,242.4810769559065
-17.94374737243561,-121.63913140145878,-164.72507375543523,129.1806204681332,263.8452258743284
-12.770961781809236,-101.72464611634808,-160.42040849451158,159.12673825014875,230.50628436833898
0.25399594022270744,-151.06847376267805,-210.87127665296336,263.39916829104465,247.78471846986395
-5.232201173968466,-126.93329436992214,-162.60339002134842,161.86807376376893,230.41435207556322
-16.303113067889534,-99.77317077122588,-132.48704441182198,207.65470336245102,258.28417354165373
37.57847822150033,-92.82667252265713,-152.61806694803738,190.85056606856148,288.7090622889528
-82.26892668398824,-106.86657395901014,-147.25237700291584,223.28019286345483,235.5027396763783
-29.332724894069788,-160.98578442770653,-134.13627775467333,183.11266180414114,259.92529285117735
-85.26097995186487,-129.4113716355399,-218.51190754827886,194.94695045990912,261.0759554559843
-33.820635972125544,-94.39780810997313,-200.92857226147441,136.52719414218507,228.68405029930352
-187.9370987454747,-152.3061554749572,-179.6701808219788,256.42282320958674,269.61719529982634
-46.325406641375224,-139.24676559087715,-170.4428894609653,179.6569108825117,238.85252908419517
24.327187959693298,-107.28515933696418,-174.65994398062335,216.00145662942523,284.46250197910973
-15.300827419109178,-92.41914321605887,-193.9988839019173,117.72617850340151,245.02466865017794
38.60800195497857,-162.8696343964413,-192.47992060422285,144.47717110703334,270.9897051309508
37.642977182112894,-139.41157512687323,-193.4221332218488,237.29557013432776,242.6702926475433
-46.79985041029329,-151.06315396949918,-246.60551633306912,161.79599385640432,286.35902486552686
21.82065810971376,-120.18447253159698,-194.00758857200023,61.79804973909544,265.8247898644944
29.608050420005796,-161.58646846561916,-160.95031000116305,227.50447025429588,282.548835746741
1.191438728079639,-114.84792277612098,-196.5748919725602,161.17770614335774,284.25997329720457
-27.97543536360155,-132.58420357830778,-177.06452196202974,79.40239298520946,281.7691692171446
18.349932067597926,-92.35370883753713,-243.74500496168758,149.7680686047026,188.96408445265124
-20.71255026813982,-118.3259618446624,-217.13392243566773,230.40358130729027,225.52071222645677
9.960256056854437,-131.3712408803828,-203.9739011112839,243.2510164868155,246.9532857174183
-45.89497653505871,-173.93097747116158,-182.63413011372126,186.75928581796163,275.68544828888315
7.020746223435195,-107.51069360026335,-148.67524159151887,127.39461079053766,254.61416652508285
-3.0381847984203296,-171.21788500804826,-146.97874871978604,167.192683886589,276.31915952254514
-2.117694252410902,-230.44786997394166,-147.78725102667576,154.9997825790224,174.0809491387186
54.21345782351769,-204.7935134641235,-143.47510286032897,223.69903848326575,272.1552178795114
17.66681937234971,-167.7743532922095,-146.49163431687538,183.68416680983103,218.95488811483423
2.221111135574598,-122.99575476517535,-156.68163176415825,197.5162888519689,247.20476883711723
46.61770904462161,-137.91139358699107,-154.52737529011003,172.69811967848727,236.3319528142216
-15.67014620901305,-121.50923814312091,-165.00037523826887,255.02542151655607,244.3953224570898
87.77813686954605,-111.27533976147838,-173.8781901463181,270.66591156123815,268.9392284126546
-0.3242821757855315,-93.2325503266494,-149.59130791162198,253.8590028221988,261.28920373957266
25.1253121003616,-140.7304983655973,-154.7017336469678,205.54335784898097,245.7179976118632
60.50053144534095,-139.44608776827582,-180.51324792773102,160.17633615898592,256.76018107427024
51.78105318980913,-136.60274484666496,-221.02252083992698,199.85561224294656,277.2857561539459
14.657359021122625,-239.16680294769262,-219.798808212878,230.37106823897892,256.72731033135443
18.371054176928343,-161.10409214599892,-190.48769503301892,237.84032665739264,264.33864489331836
51.44218805208289,-91.5645261791637,-183.60495483751026,171.40590176053396,245.29967192486222
75.51509258203743,-121.79587645292993,-193.73820225997116,163.94562000865017,282.5767434927563
-1.261316884376967,-104.91072371286108,-270.7843650642302,135.72564572502273,207.9815082849934
11.716302655214893,-137.9805359704768,-255.55335635919664,177.9336100248564,217.91271386627403
29.97745616237168,-90.03051667657799,-268.58239174787684,121.9846921266816,274.6382512870338
11.043520587591132,-131.06350328397625,-222.65541036726353,224.31159139316864,278.3147148264392
-0.46518655414522725,-106.14465411629946,-225.84369119676535,174.58937936205163,229.27570289767786
24.479325456022533,-95.93665144086381,-131.003194605064,224.7240361229919,280.3307447610425
33.90422444048523,-113.1947468702919,-222.7742849790681,161.5536901844969,252.71748911632162
35.51834141005664,-150.34234701687402,-279.1287218721793,236.5783617544242,241.5806312188234
-47.56340152029844,-121.6689084946333,-192.10620647427476,204.34005022096537,287.45472450125965
11.583014837876698,-131.20599187185448,-211.5301448783041,233.26601311313766,269.9225044635949
21.173229068195823,-135.16025383324174,-203.80712035853944,180.62107065064757,270.44244240889043
24.112399280765125,-108.91504688522464,-179.36101151704298,35.67620996003261,253.81630131539723
66.11555008118827,-88.9154317156664,-175.80038332550964,217.81150464819513,288.0545526939044
56.58403177222398,-172.90479975442045,-146.93846100886057,203.44591898738162,248.19364781214006
18.175765979868938,-126.41819871121919,-180.00528929427693,216.11845317124076,286.2363374809594
19.076810191962444,-104.76491640719652,-213.1023845162236,194.96467546460485,217.44110732905665
27.124186059283616,-165.21235700849923,-148.1340703912946,250.80097773617013,237.07953507882604
-8.49157153697362,-99.43592892995599,-140.93246252157215,217.1465205144958,270.68429172837347
-1.4170936870480269,-165.3061561832848,-187.1920403281349,190.2455538921182,216.25612358358666
22.842765630335595,-122.18348403453675,-224.32691788029243,233.39635897436125,282.31258880308513
58.43648019943469,-144.7303955496784,-234.68333859302578,171.34550417968663,279.671495086917
96.12946755396351,-73.31790055754834,-210.652011862086,189.5658826222311,222.30091196629178
116.86138719226265,-136.918871166729,-198.06670958577308,174.1293945858011,189.97074360811422
114.48050372646534,-93.77631069861837,-253.00444553260508,104.44679108020733,223.97322470352972
-1.9676730110491605,-92.5277456730297,-155.04502015516587,200.9834317538507,248.40133003494458
26.64807454487184,-165.02701899690365,-226.22410274918832,180.1548997723889,257.9408885776457
71.61740526377439,-100.89195326975565,-255.88467690368964,108.09659043441239,281.1006587221824
55.33950172127236,-118.66904815492946,-231.25784344779532,188.79361376425481,285.2546017492219
25.857753676736106,-106.44259498052145,-195.91595556167022,171.05941643906576,287.75624149848477
163.37236537700954,-158.42186369272457,-213.8595806397625,87.98660155259199,278.51010890998253
21.625590042161978,-108.365407621803,-177.81589548370417,268.44137072955243,295.57101138139546
58.82218545836825,-122.73688479266762,-191.7355948940505,235.0012946343306,227.40430730611638
54.906413635890395,-120.39149089320311,-198.29905266701638,248.93558571122335,278.8135990336636
58.961968946659205,-143.99274301321427,-195.56888687613065,119.54684774855338,280.43399586456354
49.23722135148677,-131.1307342153026,-147.29252377631042,197.3855241481494,274.8694766249739
55.6797439803191,-142.40148570239754,-208.48659057501956,222.5860134401321,281.4368690658835
10.34474144182619,-120.27159450249573,-221.16882816136632,159.36424456078032,278.18740117924597
-24.183647877445285,-173.2311293149396,-212.36767919294877,131.55289356562417,219.80920959679577
67.88151078171916,-139.87439979997527,-207.95929954755894,171.57041646139592,259.0920991619889
48.051186147721914,-111.19198666769566,-154.43857422672707,81.58538165358324,282.0588614317391
-10.999982666430775,-80.8853438550455,-165.48642828679047,106.80708779533944,265.34664427776426
55.071076745278475,-140.09219350431528,-152.5881159288496,159.33616288774917,283.2370543447065
63.9018587943133,-93.20662092086705,-156.13266941189585,202.72649029901322,253.06640018434896
38.57332540297879,-84.56729434832997,-162.5491317587182,252.81542260916828,259.4329888355315
74.49682658664491,-75.55516043850474,-145.97214682441128,226.35310265968718,278.69416078354817
40.55878665244971,-64.45960638254971,-176.41351568924472,215.39111022130496,241.46336338321964
102.05308578768216,-153.5777947412204,-210.80205598994425,233.10247052448227,273.0480346529303
92.91543262754638,-107.20720613762137,-211.07523014071435,210.378072075607,267.6409053620025
97.82179087274062,-133.292134608868,-176.7775926225474,170.24309603920082,263.54009371457255
114.4509473176173,-88.26058333197274,-222.8524096180913,271.86586951072235,250.63769998358384
71.85444241266629,-89.86088475306234,-190.30841499574728,74.14742716420167,276.2799991038137
125.53624959907057,-52.766977213484616,-225.73027096883976,259.19715950302594,281.5319743463772
153.98159870921364,-146.9156217383901,-208.2588269074447,214.38965908189843,240.62267054637564
21.47794574609248,-134.3047075990369,-204.46341589870113,230.34115534166486,239.7091321406296
82.25770571614709,-91.08158895337723,-205.68633626179982,262.54911190026814,270.95503001383275
133.05478326892293,-78.27062266003685,-234.63660431832477,146.2410466233373,241.09692922367103
27.98806147038343,-98.93563611400755,-204.62970604040075,216.7741219540743,253.9819964117536
36.68164511571812,-100.08459154947683,-238.70850839648168,176.6217533558249,283.42203389384645
16.317471773618152,-115.59780062313015,-294.8302912358922,149.09664005868802,253.4234387375268
2.9465052899537554,-147.35582711427972,-270.60867929063255,209.52173395398475,279.9071565880731
40.17417770130681,-88.06237862998306,-317.9096912620322,224.74533510797437,235.0152977815206
65.81990186184562,-122.6396397948336,-179.4292922010756,74.02253127493299,293.1058454167089
78.79623088646446,-67.06731794442449,-209.70055519474553,119.06663686069493,272.15984399356284
93.8553320439962,-154.95363812377434,-244.2681602459995,83.5954574438177,287.1761668077856
25.82670349229399,-112.22649196227034,-237.37573947761547,144.21333585007224,204.33504825324522
34.549534361056246,-109.8706723950713,-247.4669258794453,175.1155399713179,226.47955720991828
57.75531618319159,-121.52549227593451,-195.6124511346451,262.8947966366697,234.49171915231346
8.30284440866906,-101.09161392194044,-223.56997350111453,121.76336605274325,214.11218426588243
12.677360707682135,-186.03891150529893,-205.38453959596305,144.95656335470682,187.89203879984936
58.786872310303266,-121.98512612417281,-302.7749745879006,176.49875477169562,281.8334613636743
112.7350067342162,-68.43295699707664,-248.67103494349752,209.61048022271768,276.137441679355
62.19493890407624,-73.7215221483668,-231.99438017386004,215.45427268167174,210.99627328307133
50.71780449830837,-96.5757834695857,-237.0771596621284,244.7816285875118,287.4822796984936
27.051107913091915,-80.58397038061386,-179.7022123897787,116.76869160335607,249.48518777798935
53.07439512035265,-102.45486877313144,-200.26960691053327,220.34101420463287,281.0834890665769
118.25824142685713,-136.39573078213238,-141.56622689323044,198.64755570939738,282.4370812836608
93.10016402097914,-96.69006173487477,-214.13957214957972,147.15633730872665,254.22643105512634
131.39774565246816,-175.5352969636141,-151.92806695985996,169.61504205521445,272.0925161475768
110.39087357455563,-70.00854736497853,-169.05788613838666,171.05030119024687,178.76493476374515
43.89563937123592,-81.4198431832236,-154.36816275744596,153.15707188642475,279.12960696228316
-77.17498687958508,-103.41560653124033,-129.91413893948217,181.15004007330072,273.63033518449674
97.41372245953391,-122.35451710016575,-171.3933311121309,172.3975227655434,285.8146334815684
121.63432826036873,-141.12051041750195,-200.2788089643184,151.5245224155621,287.68572671266054
153.16989966575602,-55.99817688254437,-201.5091409510457,261.50273518201743,280.101881459015
8.581975952646692,-100.61240486569504,-183.09064112231565,270.7725655656537,273.9205319971109
66.79088863133663,-87.2114100031079,-202.95961923147664,146.09201396532478,280.3772259493999
4.380612479452336,-136.01130232263534,-171.0153084830237,199.88979215048835,275.7992596506303
-11.238651416028349,-82.69379307969938,-196.11390183392402,229.3366738260131,287.18277802327907
28.35011358188396,-138.77414028892562,-189.01821432505886,255.15415596385165,262.94649578012366
69.86105419624252,-98.2169439576355,-195.16536991011364,273.42166712429963,254.69212658960197
39.60840705968402,-87.8118360943109,-195.60066348337827,-180.10190696068065,277.263437577957
29.54401626636779,-142.39800305510474,-154.3737561122349,187.32748841627983,280.63309843148187
63.46947085758684,-119.75624645564922,-181.21041061496948,208.0204098859835,239.00406158103806
59.85249818258072,-82.3982581403473,-199.2146340441762,230.59189964271368,279.6618647514154
68.23332885770152,-125.80408872995493,-171.41426665240104,192.78491977769664,246.73530813669942
52.57432546091825,-90.75220856225734,-127.8116524938433,252.52000995443902,270.27501232734824
124.65646718046864,-128.8160068086052,-182.7105812578993,119.23886279616103,254.3195676986643
122.45101697314269,-93.75096118331369,-166.33149545473455,164.47393673451887,282.00351875007556
130.34383629640055,-86.1073757311126,-173.22211336723956,154.074445563993,255.084352659466
55.375007709960585,-113.32266140200882,-151.63738965214083,246.53342592881376,282.9870939483894
31.925396690696317,-74.42190547100796,-232.64841954677917,204.00865023296524,261.47062465833096
29.177345201005203,-79.4935203306377,-143.24239277364595,141.90290007610898,275.99719920991595
116.29313433377506,-87.24972771737296,-196.58936879639074,204.50192289195044,284.1529361673753
72.29876461741324,-106.46998718597614,-158.62794404575473,215.14498648978383,285.66895323830767
108.61863777300454,-106.83937011719854,-151.14987213739016,188.72115521425283,222.9487625475681
83.87853190288251,-138.74974169258925,-161.91380772333295,212.35118464372846,276.31333142370477
42.48062591772394,-68.60207900717361,-144.91169512127735,234.35370186506287,258.257840272809
50.84725852622897,-138.90265767150166,-156.81868007308333,251.01975111835566,284.9946407577648
-60.25849322304955,-77.9105344487929,-134.1266675979691,163.0554692567978,274.5012953801399
19.533729662874165,-75.59076843298774,-134.82376857238555,150.61558123983312,292.43181841762373
23.17614319617803,-101.46741865289069,-132.25562254338678,240.7342131003615,274.0437253752184
45.933819406180504,-135.18055365108478,-178.27383450433447,228.91237401502005,292.61671459330245
69.09457872998728,-83.21563232610015,-153.19001404151723,267.072371621993,275.5735055304485
70.27290317227727,-124.86243725870563,-222.22677621343428,184.61769467797816,284.9568226018807
62.530191665341704,-98.93535250880936,-180.3762128199861,206.25210959588276,254.09357111911345
50.15638976965419,-103.13149989682636,-137.85867316996973,261.8938469655525,224.22838782228794
40.17071318571894,-107.84035748193077,-209.62298319323276,252.33747511103445,287.5753963419575
130.55167697382666,-126.8463786963622,-204.45599838770372,221.28621912436125,243.52133015391982
36.37946596747046,-123.16946924908517,-218.37642979700328,235.99644053281014,246.3067452277019
42.023007197855975,-79.20374827860338,-207.85678511678734,186.99451214852778,281.58424785457595
35.655227808572576,-73.34236605740622,-168.28047635010572,234.30920219090612,254.12049977950923
36.61628433778598,-77.72675276473204,-229.97476276054343,212.8378249900353,275.87480454659885
35.799687316668575,-79.5552455362808,-212.63643451989097,170.90892512748994,274.1098412753206
66.65091736694855,-103.79287152631036,-176.49510067070258,210.085311472447,225.83993523277726
102.37973754631024,-92.15901555723053,-156.06542935581257,225.97746430246565,291.29422049608536
137.83368743234496,-74.94605581910383,-229.71443978078221,260.6998571422198,277.57223117323633
130.1917083054658,-78.60387129366643,-204.11229423715588,161.2821103403637,284.19305000524673
76.51085382964993,-94.47533060867522,-299.86977169214964,206.06811074064447,264.17886213465476
39.009775917540686,-70.94173593022569,-279.06351072154746,173.25741696039188,255.20370198432548
77.29102428684557,-67.0565759523353,-257.5122990020668,234.03150753308572,278.44475788618706
42.84260544289037,-62.46812313824655,-216.67541880483114,137.57112905361546,253.31763220866782
-12.928408831103974,-62.004213769120454,-319.5752739324066,234.08964498665662,276.55641051458315
-12.646705091572406,-105.98957702463291,-317.2855320762873,271.16958606643556,283.16868342550845
104.8737428270714,-111.42416575253556,-197.11711280656672,197.55840237895453,289.66309347433037
57.09438878030132,-76.01470993694447,-224.69100946465244,247.53192838520448,277.60008308132115
33.522571374446095,-58.797386146144675,-216.55380665111926,236.22461916005932,285.75433757762636
53.935586750824086,-71.75741749276568,-189.87625813981094,175.91394017091287,280.82609012353834
67.63855073106092,-82.1501431082673,-177.57151778554817,204.68435255905845,279.97483929645875
105.58532914787907,-99.79621111896991,-199.02209272062572,142.6289097462504,256.1264978502226
34.52467224025545,-127.44399060563373,-173.431695572416,193.27108593487654,255.8460110391404
24.924405438185246,-90.856477326187,-201.40737546736904,102.70454343250441,260.1384910888015
47.20232568236535,-91.8043393308447,-234.80005306241924,232.5970026066359,265.0446543357118
31.808883454992756,-47.36158478774792,-218.8908672568604,263.15147792574106,290.60472544850865
134.37257001932625,-116.69381784034755,-227.4831456070657,242.56015299320455,284.2813142130848
8.060321088445859,-125.28401237403506,-235.64160357587966,82.14129936031131,261.66142749546043
103.82171523790316,-152.589953625068,-219.47866790872757,86.02511943741004,257.34544593366445
80.03150778896094,-71.9863521987073,-171.38207721677128,142.46593182316954,277.871256773555
138.36346201920276,-91.1224158542714,-202.38849388199245,207.68319469635165,280.06772354122853
57.85641363469926,-123.23464214773541,-162.61872412807523,223.4540192684002,256.6807723490264
35.6279123927054,-70.9861580681243,-223.12540053916965,215.9020045112718,284.8805539500534
